objectid,filename,youtubeid,vimeoid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement
INV00082,INV00082.JPG,,,Grupo SOL,Archivo personal de Manuel Velandia Mora,1998,"Grupo de mujeres enmascaradas que forman parte del grupo ""SOL"" (Solidaridad Lesbiana), el cual se fundó en 1995.",fotografía a color;negativo;hoja de contacto;ampliación fotográfica;90s;formato horizontal;,Bogotá,4.629310,-74.064822,Cuarta Marcha por las Minorías Sexuales en Bogotá (Segunda Semana de la Diversidad Sexual),"Caja 1, sobre 6",Image;StillImage,image/jpeg,ESP,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
INV00083,INV00083.JPG,,,Corazón de velas,Archivo instiucional de Fundación Apoyémonos,1992,Velas encendidas sobre escaleras del Parque Nacional en Bogotá. Arriba se ve una mesa arreglada para la eucaristía con moños rojos alusivos a la lucha contra el vih/sida. A la derecha hay una pancarta de FIASAR (Frente para la Investigación y la Anticipación Social al Riesgo).,fotografía a color;ampliación fotográfica;90s;formato horizontal;velaton;sida;vih/sida;,Bogotá,4.623908,-74.065965,Velatón en la IX Jornada Mundial de Solidaridad con las personas fallecidas por VIH/sida - Acto Nacional de Memoria por las Víctimas del sida,"Caja 1, sobre 7",Image;StillImage,image/jpeg,ESP,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
INV00084,INV00084.JPG,,,Mujeres en la Velatón por el vih/sida,Archivo instiucional de Fundación Apoyémonos,1992,Manuel Velandia en medio de dos voluntarias que estaban haciendo un trabajo de bachillerato refente al vih/sida. Manuel tiene puesto un chaleco lleno de botones referentes a la lucha contra el vih/sida. ,fotografía a color;ampliación fotográfica;90s;formato horizontal;,Bogotá,4.623908,-74.065965,Velatón en la IX Jornada Mundial de Solidaridad con las personas fallecidas por VIH/sida - Acto Nacional de Memoria por las Víctimas del sida,"Caja 1, sobre 7",Image;StillImage,image/jpeg,ESP,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
INV00085,INV00085.JPG,,,Manuel Velandia en la Velatón por el vih/sida,Archivo instiucional de Fundación Apoyémonos,1992,Manuel Velandia sentado sobre las escaleras del Parque Nacional junto a las velas y con su chaleco de botones referentes a la lucha contra el vih/sida.,fotografía a color;ampliación fotográfica;90s;,Bogotá,4.623908,-74.065965,Velatón en la IX Jornada Mundial de Solidaridad con las personas fallecidas por VIH/sida - Acto Nacional de Memoria por las Víctimas del sida,"Caja 1, sobre 7",Image;StillImage,image/jpeg,ESP,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
INV00086,INV00086.JPG,,,"Asistentes a la Velatón por el vih/sida, toma 1",Archivo instiucional de Fundación Apoyémonos,1992,Asistentes a la velatón conversando entre sí. ,fotografía a color;ampliación fotográfica;90s;formato horizontal;,Bogotá,4.623908,-74.065965,Velatón en la IX Jornada Mundial de Solidaridad con las personas fallecidas por VIH/sida - Acto Nacional de Memoria por las Víctimas del sida,"Caja 1, sobre 7",Image;StillImage,image/jpeg,ESP,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
INV00087,INV00087.JPG,,,"""El Club de la alegría"" y otros",Archivo instiucional de Fundación Apoyémonos,1992,"Siete hombres conversando en las escaleras, cada uno portando el lazo rojo (característico de la lucha contra el vih/sida).",fotografía a color;ampliación fotográfica;90s;formato horizontal;,Bogotá,4.623908,-74.065965,Velatón en la IX Jornada Mundial de Solidaridad con las personas fallecidas por VIH/sida - Acto Nacional de Memoria por las Víctimas del sida,"Caja 1, sobre 7",Image;StillImage,image/jpeg,ESP,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
INV00088,INV00088.JPG,,,"Asistentes a la Velatón por el vih/sida, toma 2",Archivo instiucional de Fundación Apoyémonos,1992,"En el centro de la imagen se aprecia a Manuel Velandia, y detrás de él está Jorge Rodríguez Sastre, quien diseñó todos los carteles de ""Apoyémonos"".",fotografía a color;ampliación fotográfica;90s;formato horizontal;,Bogotá,4.623908,-74.065965,Velatón en la IX Jornada Mundial de Solidaridad con las personas fallecidas por VIH/sida - Acto Nacional de Memoria por las Víctimas del sida,"Caja 1, sobre 7",Image;StillImage,image/jpeg,ESP,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
INV00089,INV00089.JPG,,,"Asistentes a la Velatón por el vih/sida, toma 3",Archivo instiucional de Fundación Apoyémonos,1992,"En segunda fila de izquierda a derecha: La segunda persona es Alicia de Weldeford (bacterióloga integrante del Comité Interdisciplinario trabajando para la prevención del sida en Bogotá), y a su lado está Henry Ardila (fundador de la Liga Colombiana de Lucha contra el sida).",fotografía a color;ampliación fotográfica;90s;formato horizontal;,Bogotá,4.623908,-74.065965,Velatón en la IX Jornada Mundial de Solidaridad con las personas fallecidas por VIH/sida - Acto Nacional de Memoria por las Víctimas del sida,"Caja 1, sobre 7",Image;StillImage,image/jpeg,ESP,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
INV00090,INV00090.JPG,,,"La quema del muñeco, toma 1",Archivo instiucional de Fundación Apoyémonos,1992,Incineración simbólica de las violencias hacia las personas que viven con vih/sida.,fotografía a color;ampliación fotográfica;90s;formato vertical;,Bogotá,4.623908,-74.065965,Velatón en la IX Jornada Mundial de Solidaridad con las personas fallecidas por VIH/sida - Acto Nacional de Memoria por las Víctimas del sida,"Caja 1, sobre 7",Image;StillImage,image/jpeg,ESP,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
INV00091,INV00091.JPG,,,"El muñeco, toma 1",Archivo instiucional de Fundación Apoyémonos,1992,"Muñeco que representa las violencias contra las personas que viven con vih/sida, y que posteriormente habría de ser quemado como acto simbólico. ",fotografía a color;ampliación fotográfica;90s;formato vertical;,Bogotá,4.623908,-74.065965,Velatón en la IX Jornada Mundial de Solidaridad con las personas fallecidas por VIH/sida - Acto Nacional de Memoria por las Víctimas del sida,"Caja 1, sobre 7",Image;StillImage,image/jpeg,ESP,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
INV00092,INV00092.JPG,,,"El muñeco, toma 2",Archivo instiucional de Fundación Apoyémonos,1992,"Se observa al muñeco que representa las violencias contra las personas que viven con vih/sida, ahora puesto sobre las escaleras del Parque Nacional.",fotografía a color;ampliación fotográfica;90s;formato vertical;,Bogotá,4.623908,-74.065965,Velatón en la IX Jornada Mundial de Solidaridad con las personas fallecidas por VIH/sida - Acto Nacional de Memoria por las Víctimas del sida,"Caja 1, sobre 7",Image;StillImage,image/jpeg,ESP,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
INV00093,INV00093.JPG,,,"El muñeco, toma 3",Archivo instiucional de Fundación Apoyémonos,1992,"Uno de los participantes empieza a rociar gasolina sobre el muñeco que representa las violencias contra las personas que viven con vih/sida. Sobre el muñeco están pegadas palabras como: ""Miedo"", ""silencio = muerte"", ""condena"", ""ignorancia"", ""machismo"", ""incomprensión"", entre otras.",fotografía a color;ampliación fotográfica;90s;formato vertical;,Bogotá,4.623908,-74.065965,Velatón en la IX Jornada Mundial de Solidaridad con las personas fallecidas por VIH/sida - Acto Nacional de Memoria por las Víctimas del sida,"Caja 1, sobre 7",Image;StillImage,image/jpeg,ESP,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
INV00094,INV00094.JPG,,,"La quema del muñeco, toma 2",Archivo instiucional de Fundación Apoyémonos,1992,El muñeco representativo de las violencias contra las personas que viven con vih/sida comienza a arder en llamas.,fotografía a color;ampliación fotográfica;90s;formato vertical;,Bogotá,4.623908,-74.065965,Velatón en la IX Jornada Mundial de Solidaridad con las personas fallecidas por VIH/sida - Acto Nacional de Memoria por las Víctimas del sida,"Caja 1, sobre 7",Image;StillImage,image/jpeg,ESP,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
INV00095,INV00095.JPG,,,"La quema del muñeco, toma 3",Archivo instiucional de Fundación Apoyémonos,1992,Del muñeco que simbólicamente representaba la estigmatización hacia las personas que viven con vih/sida solo quedaron cenizas. ,fotografía a color;ampliación fotográfica;90s;formato vertical;,Bogotá,4.623908,-74.065965,Velatón en la IX Jornada Mundial de Solidaridad con las personas fallecidas por VIH/sida - Acto Nacional de Memoria por las Víctimas del sida,"Caja 1, sobre 7",Image;StillImage,image/jpeg,ESP,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
INV00096,INV00096.JPG,,,"La quema del muñeco, toma 4",Archivo instiucional de Fundación Apoyémonos,1992,"Detrás de las llamas de fuego y detrás del altar están el sacerdote (en el centro del altar), y Manuel Velandia (en el costado derecho del altar).",fotografía a color;ampliación fotográfica;90s;formato horizontal;,Bogotá,4.623908,-74.065965,Velatón en la IX Jornada Mundial de Solidaridad con las personas fallecidas por VIH/sida - Acto Nacional de Memoria por las Víctimas del sida,"Caja 1, sobre 7",Image;StillImage,image/jpeg,ESP,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
INV00097,INV00097.JPG,,,Al final de la Velatón por el vih/sida,Archivo instiucional de Fundación Apoyémonos,1992,"En primera fila, tres asistentes a la velatón interactuando, y detrás de ellos está Leonardo Mogollón.",fotografía a color;ampliación fotográfica;90s;formato horizontal;,Bogotá,4.623908,-74.065965,Velatón en la IX Jornada Mundial de Solidaridad con las personas fallecidas por VIH/sida - Acto Nacional de Memoria por las Víctimas del sida,"Caja 1, sobre 7",Image;StillImage,image/jpeg,ESP,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
INV00098,INV00098.JPG,,,"Antes de llegar a la Plaza, en la marcha por la Paz, toma 1",Archivo personal de Manuel Velandia Mora,1999,"Manifestantes sosteniendo la bandera de la diversidad. De izquierda a derecha: Ricardo Molano, la tercera persona es John García y Nelson Alvarado.",fotografía a color;negativo;ampliación fotográfica;90s;formato horizontal;,Bogotá,4.598808,-74.074985,Quinta Marcha por las Minorías Sexuales en Bogotá,"Caja 1, sobre 8",Image;StillImage,image/jpeg,ESP,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
INV00099,INV00099.JPG,,,"Antes de llegar a la Plaza, en la marcha por la Paz, toma 2",Archivo personal de Manuel Velandia Mora,1999,"De izquierda a derecha: Ricardo Molano, un manifestante no identificado, John García y Nelson Alvarado.",fotografía a color;negativo;ampliación fotográfica;90s;formato horizontal;,Bogotá,4.598808,-74.074985,Quinta Marcha por las Minorías Sexuales en Bogotá,"Caja 1, sobre 8",Image;StillImage,image/jpeg,ESP,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
INV00100,INV00100.JPG,,,"Sosteniendo la bandera, a la altura de la calle 24, toma 1",Archivo personal de Manuel Velandia Mora,1999,"De izquierda a derecha:  la tercera persona sosteniendo la bandera es Ricardo Molano, a su lado, un manifestante no identificado y Nelson Alvarado.",fotografía a color;negativo;ampliación fotográfica;90s;formato horizontal;,Bogotá,4.609742,-74.070248,Quinta Marcha por las Minorías Sexuales en Bogotá,"Caja 1, sobre 8",Image;StillImage,image/jpeg,ESP,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
INV00101,INV00101.JPG,,,"""Kike"" Alvarado",Archivo personal de Manuel Velandia Mora,1999,"En primer plano, Nelson Alvarado sosteniendo la bandera de la diversidad. Lleva una camiseta con su cédula impresa y un moño verde que hace alusión a la paz.",fotografía a color;negativo;ampliación fotográfica;90s;formato horizontal;,Bogotá,4.598808,-74.074985,Quinta Marcha por las Minorías Sexuales en Bogotá,"Caja 1, sobre 8",Image;StillImage,image/jpeg,ESP,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
INV00102,INV00102.JPG,,,"Sosteniendo la bandera, a la altura de la calle 21",Archivo personal de Manuel Velandia Mora,1999,Ricardo Molano sosteniendo la bandera de la diversidad junto con otros participantes.,fotografía a color;negativo;ampliación fotográfica;90s;formato horizontal;,Bogotá,4.607481,-74.070883,Quinta Marcha por las Minorías Sexuales en Bogotá,"Caja 1, sobre 8",Image;StillImage,image/jpeg,ESP,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
INV00103,INV00103.JPG,,,"John García, toma 1",Archivo personal de Manuel Velandia Mora,1999,John García posando con la bandera de la diversidad.,fotografía a color;negativo;ampliación fotográfica;90s;formato horizontal;,Bogotá,4.606540,-74.071183,Quinta Marcha por las Minorías Sexuales en Bogotá,"Caja 1, sobre 8",Image;StillImage,image/jpeg,ESP,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
INV00104,INV00104.JPG,,,"""Secuestrado""",Archivo personal de Manuel Velandia Mora,1999,"Joven encadenado haciendo alusión a las personas secuestradas. Un periodista del noticiero ""QAP"" lo entrevistaba.",fotografía a color;negativo;ampliación fotográfica;90s;,Bogotá,4.605381,-74.071516,Quinta Marcha por las Minorías Sexuales en Bogotá,"Caja 1, sobre 8",Image;StillImage,image/jpeg,ESP,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
INV00105,INV00105.JPG,,,"Kike y Manuel sostienen la bandera, toma 1",Archivo personal de Manuel Velandia Mora; operó la cámara Ricardo Molano,1999,"Nelson Alvarado y Manuel Velandia sosteniendo la bandera de la diversidad frente a miembros de la Policía Nacional. Se aprecia en las camisetas de ambos su cédula estampada, y debajo de esta la palabra ""homosexual"".",fotografía a color;negativo;90s;formato horizontal;,Bogotá,4.598840,-74.074973,Quinta Marcha por las Minorías Sexuales en Bogotá,"Caja 1, sobre 8",Image;StillImage,image/jpeg,ESP,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
INV00106,INV00106.JPG,,,"Kike y Manuel sostienen la bandera, toma 2",Archivo personal de Manuel Velandia Mora; operó la cámara Ricardo Molano,1999,Nelson Alvarado y Manuel Velandia sosteniendo la bandera frente a miembros de la Policía Nacional. ,fotografía a color;negativo;90s;formato horizontal;,Bogotá,4.598840,-74.074973,Quinta Marcha por las Minorías Sexuales en Bogotá,"Caja 1, sobre 8",Image;StillImage,image/jpeg,ESP,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
INV00107,INV00107.JPG,,,"Kike y Manuel sostienen la bandera, toma 3",Archivo personal de Manuel Velandia Mora; operó la cámara Ricardo Molano,1999,Nelson Alvarado y Manuel Velandia sosteniendo la bandera de la diversidad frente a la Policìa. ,fotografía a color;negativo;90s;formato horizontal;,Bogotá,4.598840,-74.074973,Quinta Marcha por las Minorías Sexuales en Bogotá,"Caja 1, sobre 8",Image;StillImage,image/jpeg,ESP,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
INV00108,INV00108.JPG,,,"Manuel Velandia sostiene la bandera, toma 2",Archivo personal de Manuel Velandia Mora; operó la cámara Ricardo Molano,1999,"Manuel Velandia sosteniendo la bandera de la diversidad. Se observa a un participante con un niño montando bicicleta. La bicicleta lleva un cartel de ""Fenalco"" con un moño verde haciendo alusión a la paz.",fotografía a color;negativo;ampliación fotográfica;90s;formato horizontal;,Bogotá,4.616742,-74.068595,Quinta Marcha por las Minorías Sexuales en Bogotá,"Caja 1, sobre 8",Image;StillImage,image/jpeg,ESP,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
INV00109,INV00109.JPG,,,"Manuel Velandia sostiene la bandera, toma 3",Archivo personal de Manuel Velandia Mora; operó la cámara Ricardo Molano,1999,"Manuel velandia sosteniendo la bandera frente a policías. Se aprecian las señalizaciones de la vía referenciando lugares como la Avenida Caracas, el Parque Nacional, la Avenida quinta, el Centro Comercial San Martín; y además se observa una sucursal del Banco Davivienda.",fotografía a color;negativo;90s;formato horizontal;,Bogotá,4.615886,-74.068808,Quinta Marcha por las Minorías Sexuales en Bogotá,"Caja 1, sobre 8",Image;StillImage,image/jpeg,ESP,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
INV00110,INV00110.JPG,,,"Manuel Velandia sostiene la bandera, toma 4",Archivo personal de Manuel Velandia Mora; operó la cámara Ricardo Molano,1999,"Manuel Velandia sostienendo la bandera de la diversidad. A su lado se observan locales comerciales, uno de los cuales referencia en su letrero al barrio en el que se localiza: Centro Internacional, el cual forma parte de la localidad de Santa Fe.",fotografía a color;negativo;ampliación fotográfica;90s;formato horizontal;,Bogotá,4.616293,-74.068729,Quinta Marcha por las Minorías Sexuales en Bogotá,"Caja 1, sobre 8",Image;StillImage,image/jpeg,ESP,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
INV00111,INV00111.JPG,,,"Manuel Velandia sostiene la bandera, toma 5",Archivo personal de Manuel Velandia Mora; operó la cámara Ricardo Molano,1999,"Manuel Velandia posando frente a la cámara con la bandera arcoíris. Se aprecia la camiseta estampada con la temática para aquella marcha: Su cédula con la palabra ""homosexual"" y un lazo verde.",fotografía a color;negativo;90s;formato vertical;,Bogotá,4.616293,-74.068729,Quinta Marcha por las Minorías Sexuales en Bogotá,"Caja 1, sobre 8",Image;StillImage,image/jpeg,ESP,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
INV00112,INV00112.JPG,,,"Manuel Velandia sostiene la bandera, toma 6",Archivo personal de Manuel Velandia Mora; operó la cámara Ricardo Molano,1999,"Desenfocada. Se ve una gran bandera horizontal de la diversidadAl costado derecho Manuel Velandia sostiene la bandera por delante y lleva gorra puesta al revés con el tricolor colombiano, camiseta blanca con la cédula impresa y la palabra homosexualSe aprecian detrás de la bandera dos policías y los demás manifestantes.",fotografía a color;negativo;ampliación fotográfica;90s;formato horizontal;,Bogotá,4.616293,-74.068729,Quinta Marcha por las Minorías Sexuales en Bogotá,"Caja 1, sobre 8",Image;StillImage,image/jpeg,ESP,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
INV00113,INV00113.JPG,,,"John García, toma 2",Archivo personal de Manuel Velandia Mora,1999,Desenfocada. Se ve una gran bandera horizontal de la diversidad. En el centro el manifestante John García de jean y camiseta blanca sostiene la bandera por delante. Se aprecian detrás de la bandera dos policías y los demás manifestantes.,fotografía a color;negativo;ampliación fotográfica;90s;formato horizontal;,Bogotá,4.613437,-74.069447,Quinta Marcha por las Minorías Sexuales en Bogotá,"Caja 1, sobre 8",Image;StillImage,image/jpeg,ESP,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
INV00114,INV00114.JPG,,,"Sosteniendo la bandera, a la altura de la calle 24, toma 2",Archivo personal de Manuel Velandia Mora,1999,"Al costado derecho en perspectiva se ven varias personas que sostienen una bandera grande de la diversidad de manera horizontal. En el centro aparece Ricardo Molano que viste chaqueta naranja, y al extremo derecho se onserva a Nelson Alvarado (Kike) con camiseta blanco con la cédula impresa. Al fondo se ve el letrero comercial de Centro Cinematográfico.",fotografía a color;negativo;ampliación fotográfica;90s;formato horizontal;,Bogotá,4.609785,-74.070262,Quinta Marcha por las Minorías Sexuales en Bogotá,"Caja 1, sobre 8",Image;StillImage,image/jpeg,ESP,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
INV00115,INV00115.JPG,,,"""Un proyecto gay, para gente gay""",Archivo personal de Manuel Velandia Mora,1999,"Al costado izquierdo una manifestante sostiene una pancarta blanca con letras negras que tiene un moño con los colores de la bandera cololmbiana que dice: ""Un proyecto gay para gente gay en donde la vida es nuestra meta"". Al costado derecho el brazo con buzo de una persona se observa. Al fondo hay una Drag queen con vestido anaranjado y otra con vestido azul clarohacia el centro aparece Henry Ardila de chaqueta negra, jean y gafas oscuras.",fotografía a color;negativo;90s;formato horizontal;,Bogotá,4.627370,-74.065303,Quinta Marcha por las Minorías Sexuales en Bogotá,"Caja 1, sobre 8",Image;StillImage,image/jpeg,ESP,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
INV00116,INV00116.JPG,,,Poseidón y Revista Play Man,Archivo personal de Manuel Velandia Mora,1999,"Al costado derecho varios manifestantes llevan una pancarta comercial con los colores de la bandera de la diversidad y con letras blancas que dice: "" La sensacional rumba gay del milenoPoseidón ClubCalle 63 Nº13-76El piso esta mojadoAl costado derecho se ve otra pancarta comercial que dice: Revista Play Man"" que dice: "" Javier, te extrañampos"" y más hacia la derecha aparece la bandera de la diversidad",fotografía a color;negativo;90s;formato horizontal;,Bogotá,4.627370,-74.065303,Quinta Marcha por las Minorías Sexuales en Bogotá,"Caja 1, sobre 8",Image;StillImage,image/jpeg,ESP,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
INV00117,INV00117.JPG,,,"Profesora de ""Triángulo Negro""",Archivo personal de Manuel Velandia Mora,1999,"Manifestante mujer, maestra del grupo ""Triángulo Negro"", de cuerpo entrero camina en la marcha, lleva sombrero rojo, y saco y pantalón azul oscuro; ella habló en la Corte Constitucional, su nombre es Fabiola Espitia. Se encuentra sonriendo. Detrás de ella se ve un pancarta blanca con letra negra que dice ""Meta - Por Nosotros Mismos"".",fotografía a color;negativo;ampliación fotográfica;90s;formato vertical;,Bogotá,4.630770,-74.064290,Quinta Marcha por las Minorías Sexuales en Bogotá,"Caja 1, sobre 8",Image;StillImage,image/jpeg,ESP,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
INV00118,INV00118.JPG,,,Ricardo Molano,Archivo personal de Manuel Velandia Mora,1999,"Ricardo Molano sostiene uno de los extremos de una gran bandera de la diversidad horizontal, lleva jean y chaqueta naranja.",fotografía a color;negativo;90s;formato vertical;,Bogotá,4.625518,-74.066065,Quinta Marcha por las Minorías Sexuales en Bogotá,"Caja 1, sobre 8",Image;StillImage,image/jpeg,ESP,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
INV00119,INV00119.JPG,,,"Con la bandera, frente al Blockbuster de la calle 57",Archivo personal de Manuel Velandia Mora,1996,"Dos manifestantes van delante de la bandera grande de la diversidad que llevan otroa manifestantes, a la izquierda va uno en bicicleta con un buzo amarillo, mientras que el otro, lleva una punta de la bandera y una camiseta violeta. Van pasando al frente del almacén Blockbuster Video. A costado derecho se observa a Jairo en bicicleta con jean claro y camiseta blanca.",fotografía a color;ampliación fotográfica;90s;formato cuadrado;,Bogotá,4.643924,-74.061649,Segunda Marcha por las Minorías Sexuales en Bogotá,"Caja 1, sobre 13",Image;StillImage,image/jpeg,ESP,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
INV00120,INV00120.JPG,,,"Drag y diversidad en el Parque Nacional, toma 1",Archivo personal de Manuel Velandia Mora,1998,"Hacia el centro aparece una Drag quee con vestido rojo de peps blancas, lleva flor gigante en la cabeza, una peluca negra regogida y un tocadoblanco en la cabeza, a su lado, un poco más atrás esta un hombre torcidesnudo que lleva una minifalda de peluche de estampado de cebra",fotografía a color;negativo;ampliación fotográfica;90s;formato horizontal;,Bogotá,4.625758,-74.065367,Cuarta Marcha por las Minorías Sexuales en Bogotá (Segunda Semana de la Diversidad Sexual),"Caja 1, sobre 14",Image;StillImage,image/jpeg,ESP,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
INV00121,INV00121.JPG,,,"Cartel: ""Para todos los géneros""",Archivo personal de Manuel Velandia Mora,1998,Pancarta comercial del bar Flag horizontal con fondo de franjas de los colores de la bandera de la diversidad que dice: ...para todos los géneros..tu opción e identidad sexual ..experimentar una rumba espectacular...carrera 18 nº 80 - 81 tel2361129,fotografía a color;negativo;ampliación fotográfica;90s;formato horizontal;,Bogotá,4.625758,-74.065367,Cuarta Marcha por las Minorías Sexuales en Bogotá (Segunda Semana de la Diversidad Sexual),"Caja 1, sobre 14",Image;StillImage,image/jpeg,ESP,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
INV00122,INV00122.JPG,,,Cartel: Revista Franquicia,Archivo personal de Manuel Velandia Mora,1998,"Pancartas blancas, la primera en letras verdes y azules dice:""Revista Zona Franca"" y la segunda en letras rojas dice: ""Homegas""",fotografía a color;negativo;ampliación fotográfica;90s;formato horizontal;,Bogotá,4.625758,-74.065367,Cuarta Marcha por las Minorías Sexuales en Bogotá (Segunda Semana de la Diversidad Sexual),"Caja 1, sobre 14",Image;StillImage,image/jpeg,ESP,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
INV00123,INV00123.JPG,,,Cartel: Antinoo,Archivo personal de Manuel Velandia Mora,1998,"Pancarta comercial blanca con letras rojas que dice: ""Antinoo""  es de la Agencia de Viajes Antinoo",fotografía a color;negativo;ampliación fotográfica;90s;formato horizontal;,Bogotá,4.625828,-74.065716,Cuarta Marcha por las Minorías Sexuales en Bogotá (Segunda Semana de la Diversidad Sexual),"Caja 1, sobre 14",Image;StillImage,image/jpeg,ESP,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
INV00124,INV00124.JPG,,,"Cartel: Triángulo Negro, toma 1",Archivo personal de Manuel Velandia Mora,1998,"En la parte baja de la imagen aparece una pancarta blanca con letras verdes que dice: "" Triánglo negro"" Detrás de esta hay una pancarta alta azul con letras rojas y blanca que dice: ""Triángulo negroPor el orgullo de ser lesbiana""A su alrededor aparecen tres avisos azzules con letra blanca, uno dice: ""Monique Wittig"", otro dice: ""Barbara Streisen"" y el otro dice: ""Leisha Hailey"" ""K.DLong""Más atrás se ve otra pancarta blanca que dice ""Triángulo negro""",fotografía a color;negativo;ampliación fotográfica;90s;formato horizontal;,Bogotá,4.625683,-74.065281,Cuarta Marcha por las Minorías Sexuales en Bogotá (Segunda Semana de la Diversidad Sexual),"Caja 1, sobre 14",Image;StillImage,image/jpeg,ESP,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
INV00125,INV00125.JPG,,,Cartel: Homegas,Archivo personal de Manuel Velandia Mora,1998,"En la parte izquierda pancarta balnca con letras rojas que dice: ""Homegas"" detrás de la pancarta hay manifestantes con túnicas con capucha color violeta obispo que llevan banderas del mismo color",fotografía a color;negativo;ampliación fotográfica;90s;formato horizontal;,Bogotá,4.625683,-74.065281,Cuarta Marcha por las Minorías Sexuales en Bogotá (Segunda Semana de la Diversidad Sexual),"Caja 1, sobre 14",Image;StillImage,image/jpeg,ESP,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
INV00126,INV00126.JPG,,,Cartel: Te Odio Rumba,Archivo personal de Manuel Velandia Mora,1998,"En primer plano gran pancarta comercial que tiene de fondo las franjas de colorres de la bandera de la diversidad y dice en letrs negra: ""Te odio rumbaGra:13 Nº 38-86 int 2",fotografía a color;negativo;ampliación fotográfica;90s;formato horizontal;,Bogotá,4.625614,-74.065243,Cuarta Marcha por las Minorías Sexuales en Bogotá (Segunda Semana de la Diversidad Sexual),"Caja 1, sobre 14",Image;StillImage,image/jpeg,ESP,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
INV00127,INV00127.JPG,,,"De drag y ""papayera""",Archivo personal de Manuel Velandia Mora,1998,"En primer plano dos hombres, el que esta en el centro va torsidesnudo y lleva una minifalda de peluche de estampado de cebra y una banderita de la diversidad en la manoEl que está al costado derecho lleva una capa larga de lentejuenlas violetas, minifalda de peluche clanca de puntos negros y una banderita de la diversidadAl costado extremo izquierdo se ve un redoblante que es llevado por un músico",fotografía a color;negativo;ampliación fotográfica;90s;formato horizontal;,Bogotá,4.625753,-74.065447,Cuarta Marcha por las Minorías Sexuales en Bogotá (Segunda Semana de la Diversidad Sexual),"Caja 1, sobre 14",Image;StillImage,image/jpeg,ESP,CC BY-NC 4.0,https://creativecommons.org/licenses/by-nc/4.0/
